Model,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
bvlc_alexnet,8/8 nodes covered: Passed!,8/8 nodes covered: Passed!,8/8 nodes covered: Passed!,8/8 nodes covered: Passed!,8/8 nodes covered: Passed!,8/8 nodes covered: Passed!,8/8 nodes covered: Passed!,8/8 nodes covered: Passed!,8/8 nodes covered: Passed!,8/8 nodes covered: Passed!,8/8 nodes covered: Passed!,8/8 nodes covered: Passed!,8/8 nodes covered: Passed!,8/8 nodes covered: Passed!,8/8 nodes covered: Passed!,8/8 nodes covered: Passed!,8/8 nodes covered: Passed!,8/8 nodes covered: Passed!,8/8 nodes covered: Passed!,8/8 nodes covered: Passed!,8/8 nodes covered: Passed!,8/8 nodes covered: Passed!,8/8 nodes covered: Passed!,8/8 nodes covered: Passed!,8/8 nodes covered: Passed!,8/8 nodes covered: Passed!,8/8 nodes covered: Passed!,8/8 nodes covered: Passed!,8/8 nodes covered: Passed!,8/8 nodes covered: Passed!,8/8 nodes covered: Passed!,8/8 nodes covered: Passed!,8/8 nodes covered: Passed!,8/8 nodes covered: Passed!,8/8 nodes covered: Passed!,8/8 nodes covered: Passed!,8/8 nodes covered: Passed!,8/8 nodes covered: Passed!,8/8 nodes covered: Passed!,8/8 nodes covered: Passed!,8/8 nodes covered: Passed!,8/8 nodes covered: Passed!,8/8 nodes covered: Passed!,8/8 nodes covered: Passed!,8/8 nodes covered: Passed!,8/8 nodes covered: Passed!,8/8 nodes covered: Passed!,8/8 nodes covered: Passed!,8/8 nodes covered: Passed!,8/8 nodes covered: Passed!,8/8 nodes covered: Passed!,8/8 nodes covered: Passed!,8/8 nodes covered: Passed!,8/8 nodes covered: Passed!,8/8 nodes covered: Passed!,8/8 nodes covered: Passed!,8/8 nodes covered: Passed!,8/8 nodes covered: Passed!,8/8 nodes covered: Passed!,8/8 nodes covered: Passed!,8/8 nodes covered: Passed!,8/8 nodes covered: Passed!,8/8 nodes covered: Passed!,8/8 nodes covered: Passed!,8/8 nodes covered: Passed!,8/8 nodes covered: Passed!,8/8 nodes covered: Passed!,8/8 nodes covered: Passed!,8/8 nodes covered: Passed!,8/8 nodes covered: Passed!,8/8 nodes covered: Passed!,8/8 nodes covered: Passed!,8/8 nodes covered: Passed!,8/8 nodes covered: Passed!,8/8 nodes covered: Passed!,8/8 nodes covered: Passed!,8/8 nodes covered: Passed!,8/8 nodes covered: Passed!,8/8 nodes covered: Passed!,8/8 nodes covered: Passed!,8/8 nodes covered: Passed!,8/8 nodes covered: Passed!,8/8 nodes covered: Passed!,8/8 nodes covered: Passed!,8/8 nodes covered: Passed!,8/8 nodes covered: Passed!,8/8 nodes covered: Passed!,8/8 nodes covered: Passed!,8/8 nodes covered: Passed!,8/8 nodes covered: Passed!,8/8 nodes covered: Passed!,8/8 nodes covered: Passed!,8/8 nodes covered: Passed!,8/8 nodes covered: Passed!,8/8 nodes covered: Passed!
densenet121,10/10 nodes covered: Passed!,10/10 nodes covered: Passed!,10/10 nodes covered: Passed!,10/10 nodes covered: Passed!,10/10 nodes covered: Passed!,10/10 nodes covered: Passed!,10/10 nodes covered: Passed!,10/10 nodes covered: Passed!,10/10 nodes covered: Passed!,10/10 nodes covered: Passed!,10/10 nodes covered: Passed!,10/10 nodes covered: Passed!,10/10 nodes covered: Passed!,10/10 nodes covered: Passed!,10/10 nodes covered: Passed!,10/10 nodes covered: Passed!,10/10 nodes covered: Passed!,10/10 nodes covered: Passed!,10/10 nodes covered: Passed!,10/10 nodes covered: Passed!,10/10 nodes covered: Passed!,10/10 nodes covered: Passed!,10/10 nodes covered: Passed!,10/10 nodes covered: Passed!,10/10 nodes covered: Passed!,10/10 nodes covered: Passed!,10/10 nodes covered: Passed!,10/10 nodes covered: Passed!,10/10 nodes covered: Passed!,10/10 nodes covered: Passed!,10/10 nodes covered: Passed!,10/10 nodes covered: Passed!,10/10 nodes covered: Passed!,10/10 nodes covered: Passed!,10/10 nodes covered: Passed!,10/10 nodes covered: Passed!,10/10 nodes covered: Passed!,10/10 nodes covered: Passed!,10/10 nodes covered: Passed!,10/10 nodes covered: Passed!,10/10 nodes covered: Passed!,10/10 nodes covered: Passed!,10/10 nodes covered: Passed!,10/10 nodes covered: Passed!,10/10 nodes covered: Passed!,10/10 nodes covered: Passed!,10/10 nodes covered: Passed!,10/10 nodes covered: Passed!,10/10 nodes covered: Passed!,10/10 nodes covered: Passed!,10/10 nodes covered: Passed!,10/10 nodes covered: Passed!,10/10 nodes covered: Passed!,10/10 nodes covered: Passed!,10/10 nodes covered: Passed!,10/10 nodes covered: Passed!,10/10 nodes covered: Passed!,10/10 nodes covered: Passed!,10/10 nodes covered: Passed!,10/10 nodes covered: Passed!,10/10 nodes covered: Passed!,10/10 nodes covered: Passed!,10/10 nodes covered: Passed!,10/10 nodes covered: Passed!,10/10 nodes covered: Passed!,10/10 nodes covered: Passed!,10/10 nodes covered: Passed!,10/10 nodes covered: Passed!,10/10 nodes covered: Passed!,10/10 nodes covered: Passed!,10/10 nodes covered: Passed!,10/10 nodes covered: Passed!,10/10 nodes covered: Passed!,10/10 nodes covered: Passed!,10/10 nodes covered: Passed!,10/10 nodes covered: Passed!,10/10 nodes covered: Passed!,10/10 nodes covered: Passed!,10/10 nodes covered: Passed!,10/10 nodes covered: Passed!,10/10 nodes covered: Passed!,10/10 nodes covered: Passed!,10/10 nodes covered: Passed!,10/10 nodes covered: Passed!,10/10 nodes covered: Passed!,10/10 nodes covered: Passed!,10/10 nodes covered: Passed!,10/10 nodes covered: Passed!,10/10 nodes covered: Passed!,10/10 nodes covered: Passed!,10/10 nodes covered: Passed!,10/10 nodes covered: Passed!,10/10 nodes covered: Passed!,10/10 nodes covered: Passed!,10/10 nodes covered: Passed!
inception_v1,10/10 nodes covered: Passed!,10/10 nodes covered: Passed!,10/10 nodes covered: Passed!,10/10 nodes covered: Passed!,10/10 nodes covered: Passed!,10/10 nodes covered: Passed!,10/10 nodes covered: Passed!,10/10 nodes covered: Passed!,10/10 nodes covered: Passed!,10/10 nodes covered: Passed!,10/10 nodes covered: Passed!,10/10 nodes covered: Passed!,10/10 nodes covered: Passed!,10/10 nodes covered: Passed!,10/10 nodes covered: Passed!,10/10 nodes covered: Passed!,10/10 nodes covered: Passed!,10/10 nodes covered: Passed!,10/10 nodes covered: Passed!,10/10 nodes covered: Passed!,10/10 nodes covered: Passed!,10/10 nodes covered: Passed!,10/10 nodes covered: Passed!,10/10 nodes covered: Passed!,10/10 nodes covered: Passed!,10/10 nodes covered: Passed!,10/10 nodes covered: Passed!,10/10 nodes covered: Passed!,10/10 nodes covered: Passed!,10/10 nodes covered: Passed!,10/10 nodes covered: Passed!,10/10 nodes covered: Passed!,10/10 nodes covered: Passed!,10/10 nodes covered: Passed!,10/10 nodes covered: Passed!,10/10 nodes covered: Passed!,10/10 nodes covered: Passed!,10/10 nodes covered: Passed!,10/10 nodes covered: Passed!,10/10 nodes covered: Passed!,10/10 nodes covered: Passed!,10/10 nodes covered: Passed!,10/10 nodes covered: Passed!,10/10 nodes covered: Passed!,10/10 nodes covered: Passed!,10/10 nodes covered: Passed!,10/10 nodes covered: Passed!,10/10 nodes covered: Passed!,10/10 nodes covered: Passed!,10/10 nodes covered: Passed!,10/10 nodes covered: Passed!,10/10 nodes covered: Passed!,10/10 nodes covered: Passed!,10/10 nodes covered: Passed!,10/10 nodes covered: Passed!,10/10 nodes covered: Passed!,10/10 nodes covered: Passed!,10/10 nodes covered: Passed!,10/10 nodes covered: Passed!,10/10 nodes covered: Passed!,10/10 nodes covered: Passed!,10/10 nodes covered: Passed!,10/10 nodes covered: Passed!,10/10 nodes covered: Passed!,10/10 nodes covered: Passed!,10/10 nodes covered: Passed!,10/10 nodes covered: Passed!,10/10 nodes covered: Passed!,10/10 nodes covered: Passed!,10/10 nodes covered: Passed!,10/10 nodes covered: Passed!,10/10 nodes covered: Passed!,10/10 nodes covered: Passed!,10/10 nodes covered: Passed!,10/10 nodes covered: Passed!,10/10 nodes covered: Passed!,10/10 nodes covered: Passed!,10/10 nodes covered: Passed!,10/10 nodes covered: Passed!,10/10 nodes covered: Passed!,10/10 nodes covered: Passed!,10/10 nodes covered: Passed!,10/10 nodes covered: Passed!,10/10 nodes covered: Passed!,10/10 nodes covered: Passed!,10/10 nodes covered: Passed!,10/10 nodes covered: Passed!,10/10 nodes covered: Passed!,10/10 nodes covered: Passed!,10/10 nodes covered: Passed!,10/10 nodes covered: Passed!,10/10 nodes covered: Passed!,10/10 nodes covered: Passed!,10/10 nodes covered: Passed!,10/10 nodes covered: Passed!
inception_v2,12/12 nodes covered: Passed!,12/12 nodes covered: Passed!,12/12 nodes covered: Passed!,12/12 nodes covered: Passed!,12/12 nodes covered: Passed!,12/12 nodes covered: Passed!,12/12 nodes covered: Passed!,12/12 nodes covered: Passed!,12/12 nodes covered: Passed!,12/12 nodes covered: Passed!,12/12 nodes covered: Passed!,12/12 nodes covered: Passed!,12/12 nodes covered: Passed!,12/12 nodes covered: Passed!,12/12 nodes covered: Passed!,12/12 nodes covered: Passed!,12/12 nodes covered: Passed!,12/12 nodes covered: Passed!,12/12 nodes covered: Passed!,12/12 nodes covered: Passed!,12/12 nodes covered: Passed!,12/12 nodes covered: Passed!,12/12 nodes covered: Passed!,12/12 nodes covered: Passed!,12/12 nodes covered: Passed!,12/12 nodes covered: Passed!,12/12 nodes covered: Passed!,12/12 nodes covered: Passed!,12/12 nodes covered: Passed!,12/12 nodes covered: Passed!,12/12 nodes covered: Passed!,12/12 nodes covered: Passed!,12/12 nodes covered: Passed!,12/12 nodes covered: Passed!,12/12 nodes covered: Passed!,12/12 nodes covered: Passed!,12/12 nodes covered: Passed!,12/12 nodes covered: Passed!,12/12 nodes covered: Passed!,12/12 nodes covered: Passed!,12/12 nodes covered: Passed!,12/12 nodes covered: Passed!,12/12 nodes covered: Passed!,12/12 nodes covered: Passed!,12/12 nodes covered: Passed!,12/12 nodes covered: Passed!,12/12 nodes covered: Passed!,12/12 nodes covered: Passed!,12/12 nodes covered: Passed!,12/12 nodes covered: Passed!,12/12 nodes covered: Passed!,12/12 nodes covered: Passed!,12/12 nodes covered: Passed!,12/12 nodes covered: Passed!,12/12 nodes covered: Passed!,12/12 nodes covered: Passed!,12/12 nodes covered: Passed!,12/12 nodes covered: Passed!,12/12 nodes covered: Passed!,12/12 nodes covered: Passed!,12/12 nodes covered: Passed!,12/12 nodes covered: Passed!,12/12 nodes covered: Passed!,12/12 nodes covered: Passed!,12/12 nodes covered: Passed!,12/12 nodes covered: Passed!,12/12 nodes covered: Passed!,12/12 nodes covered: Passed!,12/12 nodes covered: Passed!,12/12 nodes covered: Passed!,12/12 nodes covered: Passed!,12/12 nodes covered: Passed!,12/12 nodes covered: Passed!,12/12 nodes covered: Passed!,12/12 nodes covered: Passed!,12/12 nodes covered: Passed!,12/12 nodes covered: Passed!,12/12 nodes covered: Passed!,12/12 nodes covered: Passed!,12/12 nodes covered: Passed!,12/12 nodes covered: Passed!,12/12 nodes covered: Passed!,12/12 nodes covered: Passed!,12/12 nodes covered: Passed!,12/12 nodes covered: Passed!,12/12 nodes covered: Passed!,12/12 nodes covered: Passed!,12/12 nodes covered: Passed!,12/12 nodes covered: Passed!,12/12 nodes covered: Passed!,12/12 nodes covered: Passed!,12/12 nodes covered: Passed!,12/12 nodes covered: Passed!,12/12 nodes covered: Passed!,12/12 nodes covered: Passed!
resnet50,9/9 nodes covered: Passed!,9/9 nodes covered: Passed!,9/9 nodes covered: Passed!,9/9 nodes covered: Passed!,9/9 nodes covered: Passed!,9/9 nodes covered: Passed!,9/9 nodes covered: Passed!,9/9 nodes covered: Passed!,9/9 nodes covered: Passed!,9/9 nodes covered: Passed!,9/9 nodes covered: Passed!,9/9 nodes covered: Passed!,9/9 nodes covered: Passed!,9/9 nodes covered: Passed!,9/9 nodes covered: Passed!,9/9 nodes covered: Passed!,9/9 nodes covered: Passed!,9/9 nodes covered: Passed!,9/9 nodes covered: Passed!,9/9 nodes covered: Passed!,9/9 nodes covered: Passed!,9/9 nodes covered: Passed!,9/9 nodes covered: Passed!,9/9 nodes covered: Passed!,9/9 nodes covered: Passed!,9/9 nodes covered: Passed!,9/9 nodes covered: Passed!,9/9 nodes covered: Passed!,9/9 nodes covered: Passed!,9/9 nodes covered: Passed!,9/9 nodes covered: Passed!,9/9 nodes covered: Passed!,9/9 nodes covered: Passed!,9/9 nodes covered: Passed!,9/9 nodes covered: Passed!,9/9 nodes covered: Passed!,9/9 nodes covered: Passed!,9/9 nodes covered: Passed!,9/9 nodes covered: Passed!,9/9 nodes covered: Passed!,9/9 nodes covered: Passed!,9/9 nodes covered: Passed!,9/9 nodes covered: Passed!,9/9 nodes covered: Passed!,9/9 nodes covered: Passed!,9/9 nodes covered: Passed!,9/9 nodes covered: Passed!,9/9 nodes covered: Passed!,9/9 nodes covered: Passed!,9/9 nodes covered: Passed!,9/9 nodes covered: Passed!,9/9 nodes covered: Passed!,9/9 nodes covered: Passed!,9/9 nodes covered: Passed!,9/9 nodes covered: Passed!,9/9 nodes covered: Passed!,9/9 nodes covered: Passed!,9/9 nodes covered: Passed!,9/9 nodes covered: Passed!,9/9 nodes covered: Passed!,9/9 nodes covered: Passed!,9/9 nodes covered: Passed!,9/9 nodes covered: Passed!,9/9 nodes covered: Passed!,9/9 nodes covered: Passed!,9/9 nodes covered: Passed!,9/9 nodes covered: Passed!,9/9 nodes covered: Passed!,9/9 nodes covered: Passed!,9/9 nodes covered: Passed!,9/9 nodes covered: Passed!,9/9 nodes covered: Passed!,9/9 nodes covered: Passed!,9/9 nodes covered: Passed!,9/9 nodes covered: Passed!,9/9 nodes covered: Passed!,9/9 nodes covered: Passed!,9/9 nodes covered: Passed!,9/9 nodes covered: Passed!,9/9 nodes covered: Passed!,9/9 nodes covered: Passed!,9/9 nodes covered: Passed!,9/9 nodes covered: Passed!,9/9 nodes covered: Passed!,9/9 nodes covered: Passed!,9/9 nodes covered: Passed!,9/9 nodes covered: Passed!,9/9 nodes covered: Passed!,9/9 nodes covered: Passed!,9/9 nodes covered: Passed!,9/9 nodes covered: Passed!,9/9 nodes covered: Passed!,9/9 nodes covered: Passed!,9/9 nodes covered: Passed!,9/9 nodes covered: Passed!
shufflenet,11/11 nodes covered: Passed!,11/11 nodes covered: Passed!,11/11 nodes covered: Passed!,11/11 nodes covered: Passed!,11/11 nodes covered: Passed!,11/11 nodes covered: Passed!,11/11 nodes covered: Passed!,11/11 nodes covered: Passed!,11/11 nodes covered: Passed!,11/11 nodes covered: Passed!,11/11 nodes covered: Passed!,11/11 nodes covered: Passed!,11/11 nodes covered: Passed!,11/11 nodes covered: Passed!,11/11 nodes covered: Passed!,11/11 nodes covered: Passed!,11/11 nodes covered: Passed!,11/11 nodes covered: Passed!,11/11 nodes covered: Passed!,11/11 nodes covered: Passed!,11/11 nodes covered: Passed!,11/11 nodes covered: Passed!,11/11 nodes covered: Passed!,11/11 nodes covered: Passed!,11/11 nodes covered: Passed!,11/11 nodes covered: Passed!,11/11 nodes covered: Passed!,11/11 nodes covered: Passed!,11/11 nodes covered: Passed!,11/11 nodes covered: Passed!,11/11 nodes covered: Passed!,11/11 nodes covered: Passed!,11/11 nodes covered: Passed!,11/11 nodes covered: Passed!,11/11 nodes covered: Passed!,11/11 nodes covered: Passed!,11/11 nodes covered: Passed!,11/11 nodes covered: Passed!,11/11 nodes covered: Passed!,11/11 nodes covered: Passed!,11/11 nodes covered: Passed!,11/11 nodes covered: Passed!,11/11 nodes covered: Passed!,11/11 nodes covered: Passed!,11/11 nodes covered: Passed!,11/11 nodes covered: Passed!,11/11 nodes covered: Passed!,11/11 nodes covered: Passed!,11/11 nodes covered: Passed!,11/11 nodes covered: Passed!,11/11 nodes covered: Passed!,11/11 nodes covered: Passed!,11/11 nodes covered: Passed!,11/11 nodes covered: Passed!,11/11 nodes covered: Passed!,11/11 nodes covered: Passed!,11/11 nodes covered: Passed!,11/11 nodes covered: Passed!,11/11 nodes covered: Passed!,11/11 nodes covered: Passed!,11/11 nodes covered: Passed!,11/11 nodes covered: Passed!,11/11 nodes covered: Passed!,11/11 nodes covered: Passed!,11/11 nodes covered: Passed!,11/11 nodes covered: Passed!,11/11 nodes covered: Passed!,11/11 nodes covered: Passed!,11/11 nodes covered: Passed!,11/11 nodes covered: Passed!,11/11 nodes covered: Passed!,11/11 nodes covered: Passed!,11/11 nodes covered: Passed!,11/11 nodes covered: Passed!,11/11 nodes covered: Passed!,11/11 nodes covered: Passed!,11/11 nodes covered: Passed!,11/11 nodes covered: Passed!,11/11 nodes covered: Passed!,11/11 nodes covered: Passed!,11/11 nodes covered: Passed!,11/11 nodes covered: Passed!,11/11 nodes covered: Passed!,11/11 nodes covered: Passed!,11/11 nodes covered: Passed!,11/11 nodes covered: Passed!,11/11 nodes covered: Passed!,11/11 nodes covered: Passed!,11/11 nodes covered: Passed!,11/11 nodes covered: Passed!,11/11 nodes covered: Passed!,11/11 nodes covered: Passed!,11/11 nodes covered: Passed!,11/11 nodes covered: Passed!,11/11 nodes covered: Passed!
squeezenet_old,7/7 nodes covered: Passed!,7/7 nodes covered: Passed!,7/7 nodes covered: Passed!,7/7 nodes covered: Passed!,7/7 nodes covered: Passed!,7/7 nodes covered: Passed!,7/7 nodes covered: Passed!,7/7 nodes covered: Passed!,7/7 nodes covered: Passed!,7/7 nodes covered: Passed!,7/7 nodes covered: Passed!,7/7 nodes covered: Passed!,7/7 nodes covered: Passed!,7/7 nodes covered: Passed!,7/7 nodes covered: Passed!,7/7 nodes covered: Passed!,7/7 nodes covered: Passed!,7/7 nodes covered: Passed!,7/7 nodes covered: Passed!,7/7 nodes covered: Passed!,7/7 nodes covered: Passed!,7/7 nodes covered: Passed!,7/7 nodes covered: Passed!,7/7 nodes covered: Passed!,7/7 nodes covered: Passed!,7/7 nodes covered: Passed!,7/7 nodes covered: Passed!,7/7 nodes covered: Passed!,7/7 nodes covered: Passed!,7/7 nodes covered: Passed!,7/7 nodes covered: Passed!,7/7 nodes covered: Passed!,7/7 nodes covered: Passed!,7/7 nodes covered: Passed!,7/7 nodes covered: Passed!,7/7 nodes covered: Passed!,7/7 nodes covered: Passed!,7/7 nodes covered: Passed!,7/7 nodes covered: Passed!,7/7 nodes covered: Passed!,7/7 nodes covered: Passed!,7/7 nodes covered: Passed!,7/7 nodes covered: Passed!,7/7 nodes covered: Passed!,7/7 nodes covered: Passed!,7/7 nodes covered: Passed!,7/7 nodes covered: Passed!,7/7 nodes covered: Passed!,7/7 nodes covered: Passed!,7/7 nodes covered: Passed!,7/7 nodes covered: Passed!,7/7 nodes covered: Passed!,7/7 nodes covered: Passed!,7/7 nodes covered: Passed!,7/7 nodes covered: Passed!,7/7 nodes covered: Passed!,7/7 nodes covered: Passed!,7/7 nodes covered: Passed!,7/7 nodes covered: Passed!,7/7 nodes covered: Passed!,7/7 nodes covered: Passed!,7/7 nodes covered: Passed!,7/7 nodes covered: Passed!,7/7 nodes covered: Passed!,7/7 nodes covered: Passed!,7/7 nodes covered: Passed!,7/7 nodes covered: Passed!,7/7 nodes covered: Passed!,7/7 nodes covered: Passed!,7/7 nodes covered: Passed!,7/7 nodes covered: Passed!,7/7 nodes covered: Passed!,7/7 nodes covered: Passed!,7/7 nodes covered: Passed!,7/7 nodes covered: Passed!,7/7 nodes covered: Passed!,7/7 nodes covered: Passed!,7/7 nodes covered: Passed!,7/7 nodes covered: Passed!,7/7 nodes covered: Passed!,7/7 nodes covered: Passed!,7/7 nodes covered: Passed!,7/7 nodes covered: Passed!,7/7 nodes covered: Passed!,7/7 nodes covered: Passed!,7/7 nodes covered: Passed!,7/7 nodes covered: Passed!,7/7 nodes covered: Passed!,7/7 nodes covered: Passed!,7/7 nodes covered: Passed!,7/7 nodes covered: Passed!,7/7 nodes covered: Passed!,7/7 nodes covered: Passed!,7/7 nodes covered: Passed!,7/7 nodes covered: Passed!
vgg19,7/7 nodes covered: Passed!,7/7 nodes covered: Passed!,7/7 nodes covered: Passed!,7/7 nodes covered: Passed!,7/7 nodes covered: Passed!,7/7 nodes covered: Passed!,7/7 nodes covered: Passed!,7/7 nodes covered: Passed!,7/7 nodes covered: Passed!,7/7 nodes covered: Passed!,7/7 nodes covered: Passed!,7/7 nodes covered: Passed!,7/7 nodes covered: Passed!,7/7 nodes covered: Passed!,7/7 nodes covered: Passed!,7/7 nodes covered: Passed!,7/7 nodes covered: Passed!,7/7 nodes covered: Passed!,7/7 nodes covered: Passed!,7/7 nodes covered: Passed!,7/7 nodes covered: Passed!,7/7 nodes covered: Passed!,7/7 nodes covered: Passed!,7/7 nodes covered: Passed!,7/7 nodes covered: Passed!,7/7 nodes covered: Passed!,7/7 nodes covered: Passed!,7/7 nodes covered: Passed!,7/7 nodes covered: Passed!,7/7 nodes covered: Passed!,7/7 nodes covered: Passed!,7/7 nodes covered: Passed!,7/7 nodes covered: Passed!,7/7 nodes covered: Passed!,7/7 nodes covered: Passed!,7/7 nodes covered: Passed!,7/7 nodes covered: Passed!,7/7 nodes covered: Passed!,7/7 nodes covered: Passed!,7/7 nodes covered: Passed!,7/7 nodes covered: Passed!,7/7 nodes covered: Passed!,7/7 nodes covered: Passed!,7/7 nodes covered: Passed!,7/7 nodes covered: Passed!,7/7 nodes covered: Passed!,7/7 nodes covered: Passed!,7/7 nodes covered: Passed!,7/7 nodes covered: Passed!,7/7 nodes covered: Passed!,7/7 nodes covered: Passed!,7/7 nodes covered: Passed!,7/7 nodes covered: Passed!,7/7 nodes covered: Passed!,7/7 nodes covered: Passed!,7/7 nodes covered: Passed!,7/7 nodes covered: Passed!,7/7 nodes covered: Passed!,7/7 nodes covered: Passed!,7/7 nodes covered: Passed!,7/7 nodes covered: Passed!,7/7 nodes covered: Passed!,7/7 nodes covered: Passed!,7/7 nodes covered: Passed!,7/7 nodes covered: Passed!,7/7 nodes covered: Passed!,7/7 nodes covered: Passed!,7/7 nodes covered: Passed!,7/7 nodes covered: Passed!,7/7 nodes covered: Passed!,7/7 nodes covered: Passed!,7/7 nodes covered: Passed!,7/7 nodes covered: Passed!,7/7 nodes covered: Passed!,7/7 nodes covered: Passed!,7/7 nodes covered: Passed!,7/7 nodes covered: Passed!,7/7 nodes covered: Passed!,7/7 nodes covered: Passed!,7/7 nodes covered: Passed!,7/7 nodes covered: Passed!,7/7 nodes covered: Passed!,7/7 nodes covered: Passed!,7/7 nodes covered: Passed!,7/7 nodes covered: Passed!,7/7 nodes covered: Passed!,7/7 nodes covered: Passed!,7/7 nodes covered: Passed!,7/7 nodes covered: Passed!,7/7 nodes covered: Passed!,7/7 nodes covered: Passed!,7/7 nodes covered: Passed!,7/7 nodes covered: Passed!,7/7 nodes covered: Passed!,7/7 nodes covered: Passed!
zfnet512,7/7 nodes covered: Passed!,7/7 nodes covered: Passed!,7/7 nodes covered: Passed!,7/7 nodes covered: Passed!,7/7 nodes covered: Passed!,7/7 nodes covered: Passed!,7/7 nodes covered: Passed!,7/7 nodes covered: Passed!,7/7 nodes covered: Passed!,7/7 nodes covered: Passed!,7/7 nodes covered: Passed!,7/7 nodes covered: Passed!,7/7 nodes covered: Passed!,7/7 nodes covered: Passed!,7/7 nodes covered: Passed!,7/7 nodes covered: Passed!,7/7 nodes covered: Passed!,7/7 nodes covered: Passed!,7/7 nodes covered: Passed!,7/7 nodes covered: Passed!,7/7 nodes covered: Passed!,7/7 nodes covered: Passed!,7/7 nodes covered: Passed!,7/7 nodes covered: Passed!,7/7 nodes covered: Passed!,7/7 nodes covered: Passed!,7/7 nodes covered: Passed!,7/7 nodes covered: Passed!,7/7 nodes covered: Passed!,7/7 nodes covered: Passed!,7/7 nodes covered: Passed!,7/7 nodes covered: Passed!,7/7 nodes covered: Passed!,7/7 nodes covered: Passed!,7/7 nodes covered: Passed!,7/7 nodes covered: Passed!,7/7 nodes covered: Passed!,7/7 nodes covered: Passed!,7/7 nodes covered: Passed!,7/7 nodes covered: Passed!,7/7 nodes covered: Passed!,7/7 nodes covered: Passed!,7/7 nodes covered: Passed!,7/7 nodes covered: Passed!,7/7 nodes covered: Passed!,7/7 nodes covered: Passed!,7/7 nodes covered: Passed!,7/7 nodes covered: Passed!,7/7 nodes covered: Passed!,7/7 nodes covered: Passed!,7/7 nodes covered: Passed!,7/7 nodes covered: Passed!,7/7 nodes covered: Passed!,7/7 nodes covered: Passed!,7/7 nodes covered: Passed!,7/7 nodes covered: Passed!,7/7 nodes covered: Passed!,7/7 nodes covered: Passed!,7/7 nodes covered: Passed!,7/7 nodes covered: Passed!,7/7 nodes covered: Passed!,7/7 nodes covered: Passed!,7/7 nodes covered: Passed!,7/7 nodes covered: Passed!,7/7 nodes covered: Passed!,7/7 nodes covered: Passed!,7/7 nodes covered: Passed!,7/7 nodes covered: Passed!,7/7 nodes covered: Passed!,7/7 nodes covered: Passed!,7/7 nodes covered: Passed!,7/7 nodes covered: Passed!,7/7 nodes covered: Passed!,7/7 nodes covered: Passed!,7/7 nodes covered: Passed!,7/7 nodes covered: Passed!,7/7 nodes covered: Passed!,7/7 nodes covered: Passed!,7/7 nodes covered: Passed!,7/7 nodes covered: Passed!,7/7 nodes covered: Passed!,7/7 nodes covered: Passed!,7/7 nodes covered: Passed!,7/7 nodes covered: Passed!,7/7 nodes covered: Passed!,7/7 nodes covered: Passed!,7/7 nodes covered: Passed!,7/7 nodes covered: Passed!,7/7 nodes covered: Passed!,7/7 nodes covered: Passed!,7/7 nodes covered: Passed!,7/7 nodes covered: Passed!,7/7 nodes covered: Passed!,7/7 nodes covered: Passed!,7/7 nodes covered: Passed!
