Op,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
BatchNormalization,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!
Cast,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!
Ceil,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!
Clip,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!
Compress,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!
Concat,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!
Constant,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!
ConstantOfShape,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!
Conv,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!
ConvInteger,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!
ConvTranspose,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!
Cos,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!
Cosh,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!
DepthToSpace,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!
DequantizeLinear,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!
Div,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!
Dropout,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!
Elu,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!
Equal,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!
Erf,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!
Exp,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!
Expand,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!
EyeLike,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!
Flatten,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!
Floor,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!
GRU,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!
Gather,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!
Gemm,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!
GlobalAveragePool,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!
GlobalLpPool,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!
GlobalMaxPool,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!
Greater,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!
HardSigmoid,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!
Hardmax,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!
Identity,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!
If,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!
InstanceNormalization,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!
IsInf,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!
IsNaN,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!
LRN,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!
LSTM,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!
LeakyRelu,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!
Less,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!
Log,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!
LogSoftmax,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!
Loop,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!
LpNormalization,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!
LpPool,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!
MatMul,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!
MatMulInteger,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!
Max,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!
MaxPool,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!
MaxRoiPool,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!
MaxUnpool,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!
Mean,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!
MeanVarianceNormalization,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!
Min,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!
Mod,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!
Mul,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!
Multinomial,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!
Neg,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!
NonMaxSuppression,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!
NonZero,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!
Not,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!
OneHot,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!
Or,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!
PRelu,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!
Pad,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!
Pow,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!
QLinearConv,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!
QLinearMatMul,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!
QuantizeLinear,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!
RNN,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!
RandomNormal,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!
RandomNormalLike,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!
RandomUniform,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!
RandomUniformLike,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!
Reciprocal,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!
ReduceL1,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!
ReduceL2,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!
ReduceLogSum,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!
ReduceLogSumExp,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!
ReduceMax,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!
ReduceMean,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!
ReduceMin,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!
ReduceProd,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!
ReduceSum,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!
ReduceSumSquare,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!
Relu,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!
Reshape,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!
Resize,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!
ReverseSequence,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!
RoiAlign,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!
Scan,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!
Scatter,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!
Selu,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!
Shape,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!
Shrink,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!
Sigmoid,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!
Sign,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!
Sin,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!
Sinh,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!
Size,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!
Slice,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!
Softmax,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!
Softplus,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!
Softsign,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!
SpaceToDepth,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!
Split,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!
Sqrt,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!
Squeeze,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!
StringNormalizer,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!
Sub,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!
Sum,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!
Tan,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!
Tanh,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!
TfIdfVectorizer,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!
ThresholdedRelu,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!
Tile,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!
TopK,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!
Transpose,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!
Unsqueeze,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!
Upsample,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!
Where,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!
Xor,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!,Passed!
BitShift,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!
ConcatFromSequence,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!
CumSum,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!
Det,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!
DynamicQuantizeLinear,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!
GatherElements,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!
GatherND,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!
Range,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!,Failed!
